product_id,brand,technology,resolution,support_HDR,screensize,week_id,sales,RRP,discount,marketing_expense,cost_shifter,,
31,Philips,LCD,4k,1,50-59,8,1042,849,0.15,2731.184608,586.6725889,,
32,Philips,OLED,1080p,0,30-39,8,1087,1399,0.3,2731.184608,636.7493528,,
33,Philips,OLED,1080p,1,50-59,8,987,749,0.08,2731.184608,529.1677495,,
34,Philips,LCD,1080p,0,50-59,8,1132,899,0.08,2731.184608,515.8713136,,
35,Philips,OLED,1080p,1,40-49,8,1086,1149,0.16,2731.184608,588.0268521,,
36,Philips,QLED,4k,0,40-49,8,1136,1349,0.23,2731.184608,633.4499059,,
37,Philips,LCD,1080p,0,40-49,8,1139,1099,0.09,2731.184608,619.1851398,,
38,Philips,OLED,1080p,0,50-59,8,1312,1349,0.16,2731.184608,606.4836498,,
39,Philips,LCD,1080p,1,60+,8,1015,849,0.09,2731.184608,604.1817401,,
40,Philips,LCD,4k,1,50-59,8,1406,1299,0.12,2731.184608,580.932992,,
1,Samsung,OLED,1080p,0,50-59,9,1549,1099,0.2,4595.483205,626.6432053,,
2,Samsung,OLED,4k,1,30-39,9,1445,999,0.19,4595.483205,592.364347,,
3,Samsung,OLED,4k,0,30-39,9,1544,1199,0.15,4595.483205,591.8585132,,
4,Samsung,QLED,1080p,1,60+,9,1634,999,0.1,4595.483205,563.2415801,,
5,Samsung,OLED,4k,1,50-59,9,1737,1099,0.15,4595.483205,516.347199,,
6,Samsung,QLED,4k,0,40-49,9,1515,949,0.14,4595.483205,554.1683205,,
7,Samsung,QLED,4k,1,40-49,9,1662,1149,0.1,4595.483205,585.3428356,,
8,Samsung,QLED,4k,1,40-49,9,1573,999,0.09,4595.483205,571.821906,,
9,Samsung,OLED,1080p,0,60+,9,1535,1099,0.16,4595.483205,585.2372472,,
10,Samsung,LCD,1080p,0,40-49,9,1600,999,0.1,4595.483205,575.3439466,,
11,LG,QLED,4k,1,40-49,9,1454,1399,0.23,3438.683058,553.8169027,,
12,LG,QLED,1080p,0,40-49,9,1064,749,0.1,3438.683058,580.7236603,,
13,LG,LCD,4k,0,50-59,9,1132,799,0.23,3438.683058,547.9599574,,
14,LG,QLED,4k,0,60+,9,1340,1149,0.19,3438.683058,584.1501029,,
15,LG,OLED,1080p,1,60+,9,1441,1449,0.16,3438.683058,623.1707118,,
16,LG,LCD,1080p,1,40-49,9,1285,1299,0.29,3438.683058,597.4754577,,
17,LG,OLED,4k,0,30-39,9,1154,899,0.1,3438.683058,562.9273089,,
18,LG,OLED,4k,1,40-49,9,1008,799,0.13,3438.683058,633.2713248,,
19,LG,LCD,1080p,1,40-49,9,1312,1299,0.13,3438.683058,642.1954437,,
20,LG,LCD,4k,0,40-49,9,1390,1249,0.21,3438.683058,575.8062232,,
21,Sony,LCD,4k,0,50-59,9,1394,1149,0.09,3008.010945,681.8945934,,
22,Sony,LCD,4k,0,60+,9,1286,1199,0.14,3008.010945,583.9132714,,
23,Sony,OLED,4k,1,40-49,9,1243,1149,0.27,3008.010945,626.6851111,,
24,Sony,QLED,1080p,1,50-59,9,1405,1149,0.09,3008.010945,667.6477631,,
25,Sony,OLED,4k,1,40-49,9,1193,949,0.19,3008.010945,579.1742451,,
26,Sony,QLED,4k,1,50-59,9,1585,1199,0.11,3008.010945,576.6555423,,
27,Sony,LCD,4k,0,60+,9,1140,699,0.09,3008.010945,605.5552109,,
28,Sony,QLED,4k,0,30-39,9,1315,1399,0.3,3008.010945,637.9492691,,
29,Sony,OLED,1080p,1,50-59,9,1405,1299,0.3,3008.010945,609.5632472,,
30,Sony,QLED,1080p,1,50-59,9,1247,849,0.09,3008.010945,579.8226178,,
31,Philips,LCD,4k,1,50-59,9,1332,999,0.17,4702.386535,571.3537278,,
32,Philips,OLED,1080p,0,30-39,9,1221,1049,0.14,4702.386535,648.9845647,,
33,Philips,OLED,1080p,1,50-59,9,1240,849,0.13,4702.386535,571.3458156,,
34,Philips,LCD,1080p,0,50-59,9,1058,899,0.22,4702.386535,619.839597,,
35,Philips,OLED,1080p,1,40-49,9,1480,1549,0.24,4702.386535,587.3946198,,
36,Philips,QLED,4k,0,40-49,9,1109,949,0.26,4702.386535,607.7106934,,
37,Philips,LCD,1080p,0,40-49,9,1271,1199,0.23,4702.386535,617.5431339,,
38,Philips,OLED,1080p,0,50-59,9,1328,1149,0.21,4702.386535,595.0972962,,
39,Philips,LCD,1080p,1,60+,9,1168,949,0.2,4702.386535,613.9585189,,
40,Philips,LCD,4k,1,50-59,9,1353,1399,0.28,4702.386535,635.6325977,,
1,Samsung,OLED,1080p,0,50-59,10,1093,849,0.13,1671.920142,606.0803492,,
2,Samsung,OLED,4k,1,30-39,10,1202,1249,0.3,1671.920142,562.8348648,,
3,Samsung,OLED,4k,0,30-39,10,1045,899,0.34,1671.920142,525.6728426,,
4,Samsung,QLED,1080p,1,60+,10,1191,1149,0.26,1671.920142,614.6438468,,
5,Samsung,OLED,4k,1,50-59,10,1478,1099,0.15,1671.920142,573.2400376,,
6,Samsung,QLED,4k,0,40-49,10,943,649,0.21,1671.920142,572.2653459,,
7,Samsung,QLED,4k,1,40-49,10,1298,1149,0.23,1671.920142,595.1697059,,
8,Samsung,QLED,4k,1,40-49,10,1346,1249,0.28,1671.920142,519.2873613,,
9,Samsung,OLED,1080p,0,60+,10,1301,1099,0.18,1671.920142,547.8404798,,
10,Samsung,LCD,1080p,0,40-49,10,1410,1449,0.31,1671.920142,575.1938034,,
11,LG,QLED,4k,1,40-49,10,1084,1099,0.26,3894.527803,640.0679542,,
12,LG,QLED,1080p,0,40-49,10,1267,999,0.13,3894.527803,576.5566176,,
13,LG,LCD,4k,0,50-59,10,1219,999,0.12,3894.527803,661.6505582,,
14,LG,QLED,4k,0,60+,10,1221,1249,0.26,3894.527803,640.0595307,,
15,LG,OLED,1080p,1,60+,10,1443,1499,0.26,3894.527803,645.8791911,,
16,LG,LCD,1080p,1,40-49,10,1225,1149,0.19,3894.527803,644.5934485,,
17,LG,OLED,4k,0,30-39,10,946,949,0.16,3894.527803,654.3615691,,
18,LG,OLED,4k,1,40-49,10,1347,1549,0.32,3894.527803,688.2379903,,
19,LG,LCD,1080p,1,40-49,10,1452,1149,0.16,3894.527803,511.9898066,,
20,LG,LCD,4k,0,40-49,10,1288,1049,0.14,3894.527803,601.0708917,,
21,Sony,LCD,4k,0,50-59,10,1297,1149,0.25,2952.647222,616.2188194,,
22,Sony,LCD,4k,0,60+,10,1289,1299,0.28,2952.647222,627.6351761,,
23,Sony,OLED,4k,1,40-49,10,1233,1099,0.18,2952.647222,623.0985893,,
24,Sony,QLED,1080p,1,50-59,10,1395,1049,0.11,2952.647222,614.3093706,,
25,Sony,OLED,4k,1,40-49,10,1440,1199,0.15,2952.647222,586.7241259,,
26,Sony,QLED,4k,1,50-59,10,1336,1299,0.17,2952.647222,688.2702126,,
27,Sony,LCD,4k,0,60+,10,1193,1099,0.16,2952.647222,669.9822147,,
28,Sony,QLED,4k,0,30-39,10,1452,1299,0.16,2952.647222,661.0319499,,
29,Sony,OLED,1080p,1,50-59,10,1453,1149,0.26,2952.647222,579.6335408,,
30,Sony,QLED,1080p,1,50-59,10,1311,999,0.16,2952.647222,584.85901,,
31,Philips,LCD,4k,1,50-59,10,1345,1099,0.17,4017.507144,595.7584074,,
32,Philips,OLED,1080p,0,30-39,10,1221,1199,0.19,4017.507144,629.6191172,,
33,Philips,OLED,1080p,1,50-59,10,1394,1099,0.18,4017.507144,568.6381149,,
34,Philips,LCD,1080p,0,50-59,10,1106,849,0.16,4017.507144,572.2047141,,
35,Philips,OLED,1080p,1,40-49,10,1155,1149,0.09,4017.507144,692.6114217,,
36,Philips,QLED,4k,0,40-49,10,1239,1049,0.07,4017.507144,636.9589816,,
37,Philips,LCD,1080p,0,40-49,10,1292,999,0.24,4017.507144,487.2430751,,
38,Philips,OLED,1080p,0,50-59,10,1420,1249,0.15,4017.507144,625.5325985,,
39,Philips,LCD,1080p,1,60+,10,1106,1349,0.25,4017.507144,668.5745457,,
40,Philips,LCD,4k,1,50-59,10,1202,949,0.21,4017.507144,613.6544055,,
1,Samsung,OLED,1080p,0,50-59,11,988,699,0.2,1574.3864,571.625009,,
2,Samsung,OLED,4k,1,30-39,11,1471,1599,0.22,1574.3864,572.1826521,,
3,Samsung,OLED,4k,0,30-39,11,1238,1549,0.26,1574.3864,662.0227486,,
4,Samsung,QLED,1080p,1,60+,11,1241,1399,0.29,1574.3864,644.7866077,,
5,Samsung,OLED,4k,1,50-59,11,1334,949,0.12,1574.3864,589.5200085,,
6,Samsung,QLED,4k,0,40-49,11,1145,1049,0.16,1574.3864,659.9927147,,
7,Samsung,QLED,4k,1,40-49,11,1312,1349,0.26,1574.3864,580.8872048,,
8,Samsung,QLED,4k,1,40-49,11,1120,999,0.3,1574.3864,539.7524955,,
9,Samsung,OLED,1080p,0,60+,11,1206,1099,0.18,1574.3864,624.2840253,,
10,Samsung,LCD,1080p,0,40-49,11,1317,1399,0.27,1574.3864,613.0471997,,
11,LG,QLED,4k,1,40-49,11,1225,949,0.18,4187.534586,624.1575239,,
12,LG,QLED,1080p,0,40-49,11,1405,1249,0.09,4187.534586,746.8615704,,
13,LG,LCD,4k,0,50-59,11,1605,1099,0.07,4187.534586,563.182716,,
14,LG,QLED,4k,0,60+,11,1539,1499,0.31,4187.534586,589.9539306,,
15,LG,OLED,1080p,1,60+,11,1241,1199,0.16,4187.534586,648.0374148,,
16,LG,LCD,1080p,1,40-49,11,1057,749,0.07,4187.534586,658.8730909,,
17,LG,OLED,4k,0,30-39,11,1274,949,0.22,4187.534586,485.9622926,,
18,LG,OLED,4k,1,40-49,11,1316,899,0.11,4187.534586,626.3952832,,
19,LG,LCD,1080p,1,40-49,11,1352,1149,0.25,4187.534586,579.4829362,,
20,LG,LCD,4k,0,40-49,11,1244,999,0.07,4187.534586,689.5808051,,
21,Sony,LCD,4k,0,50-59,11,1191,899,0.3,4491.265554,597.3494759,,
22,Sony,LCD,4k,0,60+,11,1512,949,0.14,4491.265554,525.7651662,,
23,Sony,OLED,4k,1,40-49,11,1226,999,0.3,4491.265554,590.47408,,
24,Sony,QLED,1080p,1,50-59,11,1454,949,0.21,4491.265554,598.9418767,,
25,Sony,OLED,4k,1,40-49,11,1516,1149,0.17,4491.265554,540.1821577,,
26,Sony,QLED,4k,1,50-59,11,1569,999,0.09,4491.265554,564.1577014,,
27,Sony,LCD,4k,0,60+,11,1439,949,0.24,4491.265554,543.2163571,,
28,Sony,QLED,4k,0,30-39,11,1480,1349,0.17,4491.265554,702.4735415,,
29,Sony,OLED,1080p,1,50-59,11,1624,1099,0.14,4491.265554,544.8900655,,
30,Sony,QLED,1080p,1,50-59,11,1461,1149,0.24,4491.265554,548.635778,,
31,Philips,LCD,4k,1,50-59,11,1248,1349,0.13,2108.174568,625.2031125,,
32,Philips,OLED,1080p,0,30-39,11,1000,1399,0.25,2108.174568,661.8107105,,
33,Philips,OLED,1080p,1,50-59,11,1178,1299,0.17,2108.174568,608.2885155,,
34,Philips,LCD,1080p,0,50-59,11,1065,1099,0.23,2108.174568,587.4383821,,
35,Philips,OLED,1080p,1,40-49,11,857,1149,0.24,2108.174568,651.543488,,
36,Philips,QLED,4k,0,40-49,11,1204,1349,0.13,2108.174568,613.6889491,,
37,Philips,LCD,1080p,0,40-49,11,1000,1249,0.22,2108.174568,636.6254086,,
38,Philips,OLED,1080p,0,50-59,11,1018,999,0.17,2108.174568,628.3945545,,
39,Philips,LCD,1080p,1,60+,11,873,1399,0.31,2108.174568,697.7520813,,
40,Philips,LCD,4k,1,50-59,11,929,899,0.19,2108.174568,633.7353159,,
1,Samsung,OLED,1080p,0,50-59,12,1655,1249,0.29,3933.905232,543.7387225,,
2,Samsung,OLED,4k,1,30-39,12,1485,1349,0.31,3933.905232,596.0500894,,
3,Samsung,OLED,4k,0,30-39,12,1487,1349,0.22,3933.905232,592.0511016,,
4,Samsung,QLED,1080p,1,60+,12,1617,1299,0.27,3933.905232,613.0198434,,
5,Samsung,OLED,4k,1,50-59,12,1592,1099,0.09,3933.905232,570.7703978,,
6,Samsung,QLED,4k,0,40-49,12,1405,1299,0.32,3933.905232,624.680338,,
7,Samsung,QLED,4k,1,40-49,12,1532,1049,0.26,3933.905232,549.7603102,,
8,Samsung,QLED,4k,1,40-49,12,1474,1199,0.27,3933.905232,588.9141825,,
9,Samsung,OLED,1080p,0,60+,12,1717,1249,0.08,3933.905232,581.9571849,,
10,Samsung,LCD,1080p,0,40-49,12,1411,999,0.08,3933.905232,627.4407203,,
11,LG,QLED,4k,1,40-49,12,1392,1249,0.24,4470.695489,575.6253932,,
12,LG,QLED,1080p,0,40-49,12,1310,949,0.08,4470.695489,699.4740567,,
13,LG,LCD,4k,0,50-59,12,1512,1049,0.11,4470.695489,590.789196,,
14,LG,QLED,4k,0,60+,12,1595,1499,0.24,4470.695489,601.3567023,,
15,LG,OLED,1080p,1,60+,12,1372,1249,0.26,4470.695489,647.0887772,,
16,LG,LCD,1080p,1,40-49,12,1369,1249,0.08,4470.695489,664.4161953,,
17,LG,OLED,4k,0,30-39,12,1167,1049,0.21,4470.695489,618.9488769,,
18,LG,OLED,4k,1,40-49,12,1184,1149,0.19,4470.695489,694.7447673,,
19,LG,LCD,1080p,1,40-49,12,1239,949,0.15,4470.695489,602.2569209,,
20,LG,LCD,4k,0,40-49,12,1118,1049,0.21,4470.695489,713.8732268,,
21,Sony,LCD,4k,0,50-59,12,1186,1049,0.13,1769.190648,670.5904185,,
22,Sony,LCD,4k,0,60+,12,1405,1349,0.11,1769.190648,575.5324478,,
23,Sony,OLED,4k,1,40-49,12,1044,1049,0.14,1769.190648,608.6126727,,
24,Sony,QLED,1080p,1,50-59,12,1402,1399,0.2,1769.190648,589.3297997,,
25,Sony,OLED,4k,1,40-49,12,1149,1149,0.19,1769.190648,604.4170586,,
26,Sony,QLED,4k,1,50-59,12,1252,849,0.09,1769.190648,517.7521612,,
27,Sony,LCD,4k,0,60+,12,1360,1399,0.32,1769.190648,576.7941408,,
28,Sony,QLED,4k,0,30-39,12,1047,999,0.16,1769.190648,620.0913833,,
29,Sony,OLED,1080p,1,50-59,12,1419,1399,0.2,1769.190648,627.2537046,,
30,Sony,QLED,1080p,1,50-59,12,1082,999,0.27,1769.190648,583.6769742,,
31,Philips,LCD,4k,1,50-59,12,1404,1099,0.09,3746.040752,560.4630428,,
32,Philips,OLED,1080p,0,30-39,12,1062,1299,0.17,3746.040752,691.5512345,,
33,Philips,OLED,1080p,1,50-59,12,1304,1249,0.29,3746.040752,570.9779989,,
34,Philips,LCD,1080p,0,50-59,12,1340,1299,0.18,3746.040752,629.1041792,,
35,Philips,OLED,1080p,1,40-49,12,1009,899,0.14,3746.040752,586.9569814,,
36,Philips,QLED,4k,0,40-49,12,1067,949,0.24,3746.040752,584.2428385,,
37,Philips,LCD,1080p,0,40-49,12,1084,949,0.12,3746.040752,558.3950824,,
38,Philips,OLED,1080p,0,50-59,12,1443,1449,0.21,3746.040752,632.8253978,,
39,Philips,LCD,1080p,1,60+,12,1274,1499,0.27,3746.040752,654.937545,,
40,Philips,LCD,4k,1,50-59,12,1622,1549,0.18,3746.040752,615.0439778,,
1,Samsung,OLED,1080p,0,50-59,13,1324,949,0.08,3171.342539,689.6376331,,
2,Samsung,OLED,4k,1,30-39,13,1403,1199,0.14,3171.342539,680.2915882,,
3,Samsung,OLED,4k,0,30-39,13,1717,1699,0.19,3171.342539,614.7811301,,
4,Samsung,QLED,1080p,1,60+,13,1438,1199,0.19,3171.342539,613.4534178,,
5,Samsung,OLED,4k,1,50-59,13,1583,1249,0.12,3171.342539,632.9057133,,
6,Samsung,QLED,4k,0,40-49,13,1523,1249,0.18,3171.342539,574.4239561,,
7,Samsung,QLED,4k,1,40-49,13,1633,1349,0.12,3171.342539,615.4077384,,
8,Samsung,QLED,4k,1,40-49,13,1375,1449,0.29,3171.342539,675.634406,,
9,Samsung,OLED,1080p,0,60+,13,1581,1349,0.23,3171.342539,556.0014538,,
10,Samsung,LCD,1080p,0,40-49,13,1085,799,0.21,3171.342539,590.8832684,,
11,LG,QLED,4k,1,40-49,13,1185,899,0.1,3801.359086,589.4648258,,
12,LG,QLED,1080p,0,40-49,13,1354,1199,0.21,3801.359086,609.6538732,,
13,LG,LCD,4k,0,50-59,13,1218,999,0.21,3801.359086,565.4507298,,
14,LG,QLED,4k,0,60+,13,1376,1149,0.21,3801.359086,557.3312284,,
15,LG,OLED,1080p,1,60+,13,1068,699,0.18,3801.359086,528.7398377,,
16,LG,LCD,1080p,1,40-49,13,1322,1349,0.22,3801.359086,633.0050922,,
17,LG,OLED,4k,0,30-39,13,1103,999,0.1,3801.359086,644.4352296,,
18,LG,OLED,4k,1,40-49,13,1251,1149,0.2,3801.359086,660.3867757,,
19,LG,LCD,1080p,1,40-49,13,1267,1249,0.26,3801.359086,619.2195762,,
20,LG,LCD,4k,0,40-49,13,1237,999,0.21,3801.359086,565.8346286,,
21,Sony,LCD,4k,0,50-59,13,1277,899,0.2,4038.813233,644.6978974,,
22,Sony,LCD,4k,0,60+,13,1500,1199,0.15,4038.813233,600.2188516,,
23,Sony,OLED,4k,1,40-49,13,1407,1049,0.06,4038.813233,649.1212691,,
24,Sony,QLED,1080p,1,50-59,13,1097,499,0.11,4038.813233,595.9184078,,
25,Sony,OLED,4k,1,40-49,13,1543,1149,0.11,4038.813233,545.6333067,,
26,Sony,QLED,4k,1,50-59,13,1425,1149,0.23,4038.813233,656.6550414,,
27,Sony,LCD,4k,0,60+,13,1514,1149,0.21,4038.813233,572.0008856,,
28,Sony,QLED,4k,0,30-39,13,1427,1249,0.2,4038.813233,622.1540771,,
29,Sony,OLED,1080p,1,50-59,13,1301,1149,0.25,4038.813233,673.6760882,,
30,Sony,QLED,1080p,1,50-59,13,1286,749,0.08,4038.813233,586.3084716,,
31,Philips,LCD,4k,1,50-59,13,1558,1249,0.1,4685.389016,578.8273806,,
32,Philips,OLED,1080p,0,30-39,13,1440,1649,0.22,4685.389016,667.9346913,,
33,Philips,OLED,1080p,1,50-59,13,1457,1249,0.24,4685.389016,553.0419337,,
34,Philips,LCD,1080p,0,50-59,13,1378,1149,0.24,4685.389016,535.3584295,,
35,Philips,OLED,1080p,1,40-49,13,1284,1299,0.24,4685.389016,631.5723627,,
36,Philips,QLED,4k,0,40-49,13,1397,1149,0.14,4685.389016,619.8726744,,
37,Philips,LCD,1080p,0,40-49,13,1197,1299,0.3,4685.389016,614.2231814,,
38,Philips,OLED,1080p,0,50-59,13,1579,1199,0.21,4685.389016,498.6078329,,
39,Philips,LCD,1080p,1,60+,13,1426,1549,0.3,4685.389016,646.9482155,,
40,Philips,LCD,4k,1,50-59,13,1240,1049,0.14,4685.389016,644.1764908,,
1,Samsung,OLED,1080p,0,50-59,14,1599,949,0.15,3169.625155,494.3286028,,
2,Samsung,OLED,4k,1,30-39,14,1268,1049,0.14,3169.625155,574.8488691,,
3,Samsung,OLED,4k,0,30-39,14,1367,1249,0.28,3169.625155,574.7620346,,
4,Samsung,QLED,1080p,1,60+,14,1607,1049,0.06,3169.625155,515.6525323,,
5,Samsung,OLED,4k,1,50-59,14,1442,1049,0.25,3169.625155,548.3267017,,
6,Samsung,QLED,4k,0,40-49,14,1532,1099,0.09,3169.625155,595.4727926,,
7,Samsung,QLED,4k,1,40-49,14,1437,1049,0.13,3169.625155,573.6889034,,
8,Samsung,QLED,4k,1,40-49,14,1328,1049,0.12,3169.625155,597.3062805,,
9,Samsung,OLED,1080p,0,60+,14,1584,999,0.05,3169.625155,503.9221823,,
10,Samsung,LCD,1080p,0,40-49,14,1411,1049,0.16,3169.625155,549.2907432,,
11,LG,QLED,4k,1,40-49,14,850,949,0.11,2342.511776,680.3760745,,
12,LG,QLED,1080p,0,40-49,14,1041,999,0.22,2342.511776,637.4073746,,
13,LG,LCD,4k,0,50-59,14,1202,849,0.08,2342.511776,522.9905633,,
14,LG,QLED,4k,0,60+,14,1041,949,0.21,2342.511776,549.8833409,,
15,LG,OLED,1080p,1,60+,14,982,899,0.22,2342.511776,577.0410716,,
16,LG,LCD,1080p,1,40-49,14,1131,1049,0.27,2342.511776,565.4769561,,
17,LG,OLED,4k,0,30-39,14,882,699,0.19,2342.511776,533.7149129,,
18,LG,OLED,4k,1,40-49,14,1190,1099,0.11,2342.511776,689.0148389,,
19,LG,LCD,1080p,1,40-49,14,1067,1199,0.27,2342.511776,613.980168,,
20,LG,LCD,4k,0,40-49,14,1131,1099,0.12,2342.511776,656.7646755,,
21,Sony,LCD,4k,0,50-59,14,1346,999,0.14,1877.604314,548.025347,,
22,Sony,LCD,4k,0,60+,14,1070,1049,0.1,1877.604314,572.7500979,,
23,Sony,OLED,4k,1,40-49,14,1196,899,0.18,1877.604314,494.8650093,,
24,Sony,QLED,1080p,1,50-59,14,1266,1349,0.26,1877.604314,613.7738801,,
25,Sony,OLED,4k,1,40-49,14,1019,999,0.19,1877.604314,631.3661916,,
26,Sony,QLED,4k,1,50-59,14,1330,1399,0.22,1877.604314,649.0798823,,
27,Sony,LCD,4k,0,60+,14,1314,1299,0.26,1877.604314,612.9810156,,
28,Sony,QLED,4k,0,30-39,14,1104,1249,0.29,1877.604314,595.5769587,,
29,Sony,OLED,1080p,1,50-59,14,1267,949,0.13,1877.604314,603.5448149,,
30,Sony,QLED,1080p,1,50-59,14,1383,1549,0.2,1877.604314,648.5253435,,
31,Philips,LCD,4k,1,50-59,14,1282,1149,0.15,3962.983681,610.1964573,,
32,Philips,OLED,1080p,0,30-39,14,1249,1199,0.15,3962.983681,630.5919815,,
33,Philips,OLED,1080p,1,50-59,14,929,749,0.29,3962.983681,596.3737829,,
34,Philips,LCD,1080p,0,50-59,14,1038,699,0.16,3962.983681,569.0933597,,
35,Philips,OLED,1080p,1,40-49,14,1218,999,0.09,3962.983681,593.9751387,,
36,Philips,QLED,4k,0,40-49,14,1374,1299,0.16,3962.983681,620.7554155,,
37,Philips,LCD,1080p,0,40-49,14,1229,999,0.14,3962.983681,545.4546155,,
38,Philips,OLED,1080p,0,50-59,14,1152,1149,0.25,3962.983681,663.7360733,,
39,Philips,LCD,1080p,1,60+,14,1214,1199,0.26,3962.983681,618.836294,,
40,Philips,LCD,4k,1,50-59,14,1255,1149,0.22,3962.983681,647.1910053,,
1,Samsung,OLED,1080p,0,50-59,15,1515,1499,0.3,3812.60711,677.7311158,,
2,Samsung,OLED,4k,1,30-39,15,1384,1049,0.26,3812.60711,596.937041,,
3,Samsung,OLED,4k,0,30-39,15,1380,1049,0.3,3812.60711,548.7724637,,
4,Samsung,QLED,1080p,1,60+,15,1623,1149,0.16,3812.60711,601.610882,,
5,Samsung,OLED,4k,1,50-59,15,1773,1149,0.1,3812.60711,586.5025376,,
6,Samsung,QLED,4k,0,40-49,15,1853,1249,0.15,3812.60711,507.706034,,
7,Samsung,QLED,4k,1,40-49,15,1542,1149,0.18,3812.60711,582.8825181,,
8,Samsung,QLED,4k,1,40-49,15,1435,1049,0.29,3812.60711,490.1898443,,
9,Samsung,OLED,1080p,0,60+,15,1217,849,0.14,3812.60711,626.2095401,,
10,Samsung,LCD,1080p,0,40-49,15,1436,799,0.12,3812.60711,517.3361294,,
11,LG,QLED,4k,1,40-49,15,1303,1549,0.26,2990.561925,638.9983931,,
12,LG,QLED,1080p,0,40-49,15,1152,949,0.14,2990.561925,613.6933923,,
13,LG,LCD,4k,0,50-59,15,1350,1199,0.18,2990.561925,589.7545582,,
14,LG,QLED,4k,0,60+,15,1118,1049,0.11,2990.561925,648.0402145,,
15,LG,OLED,1080p,1,60+,15,1298,1349,0.15,2990.561925,674.5960094,,
16,LG,LCD,1080p,1,40-49,15,1179,1049,0.12,2990.561925,600.0196062,,
17,LG,OLED,4k,0,30-39,15,1110,1049,0.23,2990.561925,586.5902854,,
18,LG,OLED,4k,1,40-49,15,1141,1199,0.26,2990.561925,658.0613628,,
19,LG,LCD,1080p,1,40-49,15,1162,1099,0.14,2990.561925,628.8042528,,
20,LG,LCD,4k,0,40-49,15,1308,1449,0.27,2990.561925,644.882854,,
21,Sony,LCD,4k,0,50-59,15,1459,1399,0.12,1626.609188,653.9421612,,
22,Sony,LCD,4k,0,60+,15,1289,1349,0.09,1626.609188,669.2674647,,
23,Sony,OLED,4k,1,40-49,15,1348,1399,0.21,1626.609188,578.0614269,,
24,Sony,QLED,1080p,1,50-59,15,1136,849,0.14,1626.609188,559.232249,,
25,Sony,OLED,4k,1,40-49,15,1310,1599,0.29,1626.609188,685.656286,,
26,Sony,QLED,4k,1,50-59,15,1229,1099,0.21,1626.609188,615.5276892,,
27,Sony,LCD,4k,0,60+,15,1177,999,0.15,1626.609188,594.0006148,,
28,Sony,QLED,4k,0,30-39,15,1263,1099,0.16,1626.609188,570.9534839,,
29,Sony,OLED,1080p,1,50-59,15,1408,1649,0.3,1626.609188,625.0221551,,
30,Sony,QLED,1080p,1,50-59,15,1145,749,0.11,1626.609188,552.3969319,,
31,Philips,LCD,4k,1,50-59,15,1441,1549,0.21,3690.024202,591.6174897,,
32,Philips,OLED,1080p,0,30-39,15,1126,999,0.17,3690.024202,541.9498565,,
33,Philips,OLED,1080p,1,50-59,15,1197,1149,0.25,3690.024202,625.5436072,,
34,Philips,LCD,1080p,0,50-59,15,1360,1449,0.22,3690.024202,672.643142,,
35,Philips,OLED,1080p,1,40-49,15,1170,1049,0.18,3690.024202,595.9402827,,
36,Philips,QLED,4k,0,40-49,15,1354,1399,0.23,3690.024202,593.2480903,,
37,Philips,LCD,1080p,0,40-49,15,1227,1249,0.24,3690.024202,625.2908071,,
38,Philips,OLED,1080p,0,50-59,15,1209,1499,0.28,3690.024202,687.2164146,,
39,Philips,LCD,1080p,1,60+,15,1241,999,0.1,3690.024202,586.8550906,,
40,Philips,LCD,4k,1,50-59,15,1237,1149,0.16,3690.024202,545.6549773,,
1,Samsung,OLED,1080p,0,50-59,16,1545,1049,0.18,3605.937202,558.1750055,,
2,Samsung,OLED,4k,1,30-39,16,1350,849,0.13,3605.937202,526.6577792,,
3,Samsung,OLED,4k,0,30-39,16,1472,1149,0.17,3605.937202,545.3449591,,
4,Samsung,QLED,1080p,1,60+,16,1335,899,0.17,3605.937202,602.3098579,,
5,Samsung,OLED,4k,1,50-59,16,1603,1399,0.18,3605.937202,679.7546535,,
6,Samsung,QLED,4k,0,40-49,16,1530,1249,0.15,3605.937202,633.4409873,,
7,Samsung,QLED,4k,1,40-49,16,1222,949,0.22,3605.937202,578.5482504,,
8,Samsung,QLED,4k,1,40-49,16,1518,1249,0.21,3605.937202,575.2289133,,
9,Samsung,OLED,1080p,0,60+,16,1384,1049,0.25,3605.937202,591.5431263,,
10,Samsung,LCD,1080p,0,40-49,16,1547,1199,0.13,3605.937202,571.6814985,,
11,LG,QLED,4k,1,40-49,16,1137,849,0.13,4104.984983,587.9225718,,
12,LG,QLED,1080p,0,40-49,16,1371,1199,0.27,4104.984983,579.7339602,,
13,LG,LCD,4k,0,50-59,16,1152,799,0.13,4104.984983,587.2979617,,
14,LG,QLED,4k,0,60+,16,1255,1199,0.21,4104.984983,656.2007951,,
15,LG,OLED,1080p,1,60+,16,1382,1449,0.28,4104.984983,628.1475777,,
16,LG,LCD,1080p,1,40-49,16,1729,1749,0.18,4104.984983,618.9688399,,
17,LG,OLED,4k,0,30-39,16,1267,1299,0.1,4104.984983,675.8709969,,
18,LG,OLED,4k,1,40-49,16,1161,949,0.1,4104.984983,714.1371515,,
19,LG,LCD,1080p,1,40-49,16,1498,1099,0.19,4104.984983,453.7087705,,
20,LG,LCD,4k,0,40-49,16,1100,1049,0.3,4104.984983,656.2121821,,
